X;Y;field3;Sdb;WP;DonjekDEM
596251.304;6739774.71;164;0.2;164.2;2180
596246.639;6739783.53;164;0.3;164.3;2180
596300.468;6739732.3;165;0.1;165.1;2178
596292.003;6739737.56;165;0.2;165.2;2178
596283.491;6739742.84;165;0.3;165.3;2178
596356.584;6739708.25;166;0.1;166.1;2179
596347.246;6739711.93;166;0.2;166.2;2179
596337.964;6739715.59;166;0.3;166.3;2179
596413.988;6739694.31;167;0.1;167.1;2167
596404.248;6739696.39;167;0.2;167.2;2167
596394.45;6739698.48;167;0.3;167.3;2173
596475.147;6739689.78;168;0.1;168.1;2162
596465.194;6739690.25;168;0.2;168.2;2162
596455.18;6739690.73;168;0.3;168.3;2162
596531.848;6739698.77;169;0.1;169.1;2152
596522.013;6739696.78;169;0.2;169.2;2152
596512.235;6739694.79;169;0.3;169.3;2158
596581.897;6739732.33;170;0.1;170.1;2141
596573.997;6739726.14;170;0.2;170.2;2141
596566.145;6739719.98;170;0.3;170.3;2147
596629.351;6739769.2;171;0.1;171.1;2140
596621.459;6739763.08;171;0.2;171.2;2140
596613.52;6739756.92;171;0.3;171.3;2139
596660.642;6739814.09;172;0.1;172.1;2139
596655.493;6739805.56;172;0.2;172.2;2139
596650.315;6739796.98;172;0.3;172.3;2138
596674.698;6739870.87;173;0.1;173.1;2137
596672.88;6739861;173;0.2;173.2;2137
596671.072;6739851.19;173;0.3;173.3;2137
596683.526;6739930.31;174;0.1;174.1;2137
596682.127;6739920.42;174;0.2;174.2;2137
596680.72;6739910.47;174;0.3;174.3;2133
596675.45;6739988.79;175;0.1;175.1;2143
596677.366;6739978.96;175;0.2;175.2;2143
596679.281;6739969.14;175;0.3;175.3;2143
596648.473;6740039.21;176;0.1;176.1;2144
596653.722;6740030.71;176;0.2;176.2;2144
596658.971;6740022.21;176;0.3;176.3;2144
596605.458;6740082;177;0.1;177.1;2152
596612.831;6740075.31;177;0.2;177.2;2151
596620.248;6740068.57;177;0.3;177.3;2151
596554.204;6740110.02;178;0.1;178.1;2162
596563.193;6740105.65;178;0.2;178.2;2154
596572.183;6740101.29;178;0.3;178.3;2154
596503.003;6740139.04;179;0.1;179.1;2168
596511.609;6740134.02;179;0.2;179.2;2168
596520.265;6740128.96;179;0.3;179.3;2162
596449.974;6740147.72;180;0.1;180.1;2170
596459.979;6740146.91;180;0.2;180.2;2170
596469.931;6740146.09;180;0.3;180.3;2170
596388.706;6740147.89;181;0.1;181.1;2184
596398.711;6740148.02;181;0.2;181.2;2184
596408.717;6740148.15;181;0.3;181.3;2178
596330.441;6740150.81;182;0.1;182.1;2189
596340.407;6740150.18;182;0.2;182.2;2189
596350.432;6740149.55;182;0.3;182.3;2189
596287.227;6740122;183;0.1;183.1;2195
596294.692;6740128.61;183;0.2;183.2;2195
596302.198;6740135.26;183;0.3;183.3;2195
596253.915;6740072.8;184;0.1;184.1;2194
596259.095;6740081.34;184;0.2;184.2;2198
596264.306;6740089.93;184;0.3;184.3;2198
595738.282;6740393.04;185;0.1;185.1;2256
595730.635;6740399.46;185;0.2;185.2;2256
595722.947;6740405.92;185;0.3;185.3;2264
595808.584;6740333.99;186;0.1;186.1;2247
595800.911;6740340.44;186;0.2;186.2;2247
595793.308;6740346.82;186;0.3;186.3;2249
595875.097;6740275.46;187;0.1;187.1;2238
595867.593;6740282.1;187;0.2;187.2;2241
595860.155;6740288.69;187;0.3;187.3;2241
595947.717;6740223.27;188;0.1;188.1;2225
595939.569;6740228.97;188;0.2;188.2;2225
595931.346;6740234.72;188;0.3;188.3;2225
596029.41;6740181.77;189;0.1;189.1;2220
596020.412;6740186.15;189;0.2;189.2;2220
596011.414;6740190.52;189;0.3;189.3;2220
596109.737;6740144.32;190;0.1;190.1;2210
596100.721;6740148.5;190;0.2;190.2;2210
596091.623;6740152.72;190;0.3;190.3;2210
596190.28;6740103.4;191;0.1;191.1;2203
596181.43;6740107.94;191;0.2;191.2;2203
596172.499;6740112.53;191;0.3;191.3;2203
596270.417;6740064.51;192;0.1;192.1;2194
596261.426;6740068.84;192;0.2;192.2;2194
596252.355;6740073.21;192;0.3;192.3;2194
596353.092;6740026.28;193;0.1;193.1;2182
596344.057;6740030.43;193;0.2;193.2;2182
596334.94;6740034.63;193;0.3;193.3;2182
596434.488;6739989.3;194;0.1;194.1;2172
596425.361;6739993.44;194;0.2;194.2;2172
596416.316;6739997.54;194;0.3;194.3;2172
596517.177;6739952.24;195;0.1;195.1;2161
596507.992;6739956.35;195;0.2;195.2;2161
596498.89;6739960.42;195;0.3;195.3;2162
596597.543;6739913.78;196;0.1;196.1;2149
596588.545;6739918.12;196;0.2;196.2;2149
596579.546;6739922.46;196;0.3;196.3;2151
596679.457;6739875.31;197;0.1;197.1;2137
596670.353;6739879.57;197;0.2;197.2;2137
596661.331;6739883.8;197;0.3;197.3;2139
596761.241;6739838.1;198;0.1;198.1;2122
596752.145;6739842.22;198;0.2;198.2;2130
596743.05;6739846.35;198;0.3;198.3;2130
596842.494;6739800.07;199;0.1;199.1;2109
596833.393;6739804.35;199;0.2;199.2;2116
596824.373;6739808.58;199;0.3;199.3;2116
596925.152;6739762.23;200;0.1;200.1;2113
596916.04;6739766.39;200;0.2;200.2;2110
596907.012;6739770.51;200;0.3;200.3;2110
597013.506;6739759.72;201;0.1;201.1;2093
597003.5;6739759.52;201;0.2;201.2;2093
596993.494;6739759.31;201;0.3;201.3;2094
597102.535;6739764.26;202;0.1;202.1;2083
597092.556;6739763.71;202;0.2;202.2;2083
597082.578;6739763.17;202;0.3;202.3;2083
597194.847;6739769.53;203;0.1;203.1;2066
597184.867;6739768.96;203;0.2;203.2;2066
597174.887;6739768.38;203;0.3;203.3;2066
597283.904;6739774.23;204;0.1;204.1;2056
597273.919;6739773.71;204;0.2;204.2;2061
597263.934;6739773.19;204;0.3;204.3;2061
597374.28;6739778.23;205;0.1;205.1;2044
597364.242;6739777.8;205;0.2;205.2;2044
597354.295;6739777.37;205;0.3;205.3;2050
597463.789;6739784.2;206;0.1;206.1;2031
597453.754;6739783.5;206;0.2;206.2;2031
597443.809;6739782.81;206;0.3;206.3;2031
597551.663;6739787.51;207;0.1;207.1;2015
597541.713;6739787.18;207;0.2;207.2;2015
597531.674;6739786.84;207;0.3;207.3;2015
595692.879;6740438.43;208;0.1;208.1;2264
595699.806;6740431.22;208;0.2;208.2;2264
595706.733;6740424.02;208;0.3;208.3;2264
595630.93;6740502.83;209;0.1;209.1;2278
595637.878;6740495.6;209;0.2;209.2;2278
595644.763;6740488.45;209;0.3;209.3;2273
595569.568;6740570.54;210;0.1;210.1;2291
595576.294;6740563.06;210;0.2;210.2;2291
595582.958;6740555.65;210;0.3;210.3;2288
595508.778;6740636.06;211;0.1;211.1;2299
595515.551;6740628.78;211;0.2;211.2;2299
595522.386;6740621.45;211;0.3;211.3;2294
595447.087;6740701.47;212;0.1;212.1;2307
595453.944;6740694.21;212;0.2;212.2;2307
595460.801;6740686.95;212;0.3;212.3;2307
595387.881;6740769.03;213;0.1;213.1;2320
595394.425;6740761.49;213;0.2;213.2;2320
595401.027;6740753.89;213;0.3;213.3;2310
595323.831;6740832.39;214;0.1;214.1;2326
595331.019;6740825.41;214;0.2;214.2;2326
595338.143;6740818.49;214;0.3;214.3;2326
595262.558;6740899.2;215;0.1;215.1;2337
595269.25;6740891.8;215;0.2;215.2;2337
595276.003;6740884.33;215;0.3;215.3;2337
595199.224;6740964.2;216;0.1;216.1;2355
595206.233;6740957.08;216;0.2;216.2;2347
595213.241;6740949.95;216;0.3;216.3;2347
595171.641;6741047.27;217;0.1;217.1;2359
595174.242;6741037.67;217;0.2;217.2;2360
595176.866;6741027.99;217;0.3;217.3;2360
595152.394;6741134.58;218;0.1;218.1;2371
595154.474;6741124.86;218;0.2;218.2;2371
595156.573;6741115.06;218;0.3;218.3;2370
595127.964;6741223.2;219;0.1;219.1;2372
595130.674;6741213.64;219;0.2;219.2;2372
595133.409;6741203.98;219;0.3;219.3;2372
595142.717;6741291.03;220;0.1;220.1;2387
595139.843;6741281.47;220;0.2;220.2;2387
595136.949;6741271.84;220;0.3;220.3;2378
595178.091;6741345.77;221;0.1;221.1;2396
595172.259;6741337.66;221;0.2;221.2;2396
595166.388;6741329.5;221;0.3;221.3;2396
599740.337;6754759.93;223;0.1;223.1;2329
599734.211;6754767.82;223;0.2;223.2;2320
599728.045;6754775.76;223;0.3;223.3;2320
599776.405;6754713.49;224;0.1;224.1;2339
599770.265;6754721.4;224;0.2;224.2;2331
599764.161;6754729.26;224;0.3;224.3;2331
599811.424;6754666.02;225;0.1;225.1;2341
599805.509;6754674.13;225;0.2;225.2;2341
599799.629;6754682.18;225;0.3;225.3;2339
599847.613;6754617.61;226;0.1;226.1;2350
599841.617;6754625.59;226;0.2;226.2;2350
599835.584;6754633.63;226;0.3;226.3;2341
599882.588;6754568.53;227;0.1;227.1;2353
599876.848;6754576.67;227;0.2;227.2;2351
599871.073;6754584.86;227;0.3;227.3;2351
599918.408;6754519.69;228;0.1;228.1;2351
599912.464;6754527.73;228;0.2;228.2;2350
599906.52;6754535.77;228;0.3;228.3;2350
599952.933;6754471.53;229;0.1;229.1;2357
599947.148;6754479.65;229;0.2;229.2;2357
599941.329;6754487.82;229;0.3;229.3;2354
599987.999;6754422.97;230;0.1;230.1;2363
599982.128;6754431.08;230;0.2;230.2;2363
599976.258;6754439.19;230;0.3;230.3;2363
600023.292;6754374.16;231;0.1;231.1;2366
600017.428;6754382.27;231;0.2;231.2;2366
600011.565;6754390.38;231;0.3;231.3;2366
600058.668;6754325.1;232;0.1;232.1;2368
600052.829;6754333.2;232;0.2;232.2;2368
600046.955;6754341.35;232;0.3;232.3;2368
600093.67;6754276.43;233;0.1;233.1;2371
600087.852;6754284.52;233;0.2;233.2;2370
600081.998;6754292.67;233;0.3;233.3;2370
600128.642;6754228.13;234;0.1;234.1;2375
600122.79;6754236.2;234;0.2;234.2;2375
600116.904;6754244.32;234;0.3;234.3;2371
600164.084;6754179.17;235;0.1;235.1;2383
600158.201;6754187.3;235;0.2;235.2;2375
600152.354;6754195.38;235;0.3;235.3;2375
600198.912;6754131.45;236;0.1;236.1;2377
600193.011;6754139.52;236;0.2;236.2;2377
600187.11;6754147.59;236;0.3;236.3;2377
600234.246;6754082.58;237;0.1;237.1;2385
600228.416;6754090.66;237;0.2;237.2;2385
600222.551;6754098.79;237;0.3;237.3;2385
600269.142;6754034.29;238;0.1;238.1;2391
600263.308;6754042.36;238;0.2;238.2;2387
600257.439;6754050.48;238;0.3;238.3;2387
600482.816;6753938.4;240;0.1;240.1;2419
600476.679;6753930.47;240;0.2;240.2;2413
600470.574;6753922.58;240;0.3;240.3;2413
600508.182;6753993.4;241;0.1;241.1;2419
600504.399;6753984.15;241;0.2;241.2;2419
600500.616;6753974.9;241;0.3;241.3;2419
600531;6754048.77;242;0.1;242.1;2413
600527.18;6754039.51;242;0.2;242.2;2417
600523.381;6754030.31;242;0.3;242.3;2417
600553.295;6754103.88;243;0.1;243.1;2416
600549.56;6754094.61;243;0.2;243.2;2416
600545.825;6754085.34;243;0.3;243.3;2416
600575.876;6754160.44;244;0.1;244.1;2412
600572.175;6754151.15;244;0.2;244.2;2414
600568.473;6754141.86;244;0.3;244.3;2414
600598.349;6754216.35;245;0.1;245.1;2411
600594.631;6754207.12;245;0.2;245.2;2411
600590.89;6754197.82;245;0.3;245.3;2412
600620.378;6754271.68;246;0.1;246.1;2412
600616.681;6754262.37;246;0.2;246.2;2412
600613.005;6754253.12;246;0.3;246.3;2412
600643.232;6754326.67;247;0.1;247.1;2411
600639.382;6754317.49;247;0.2;247.2;2411
600635.509;6754308.25;247;0.3;247.3;2411
600587.025;6754469.76;249;0.1;249.1;2407
600596.767;6754472.21;249;0.2;249.2;2407
600606.45;6754474.64;249;0.3;249.3;2409
600527.666;6754459.23;250;0.1;250.1;2407
600537.506;6754460.84;250;0.2;250.2;2407
600547.406;6754462.45;250;0.3;250.3;2407
600468.76;6754448.71;251;0.1;251.1;2399
600478.597;6754450.5;251;0.2;251.2;2399
600488.433;6754452.29;251;0.3;251.3;2402
600410.55;6754438.89;252;0.1;252.1;2397
600420.458;6754440.54;252;0.2;252.2;2397
600430.307;6754442.17;252;0.3;252.3;2397
600351.172;6754428.61;253;0.1;253.1;2391
600360.983;6754430.33;253;0.2;253.2;2397
600370.853;6754432.05;253;0.3;253.3;2397
600292.663;6754418.28;254;0.1;254.1;2389
600302.496;6754420.02;254;0.2;254.2;2389
600312.388;6754421.78;254;0.3;254.3;2389
600233.571;6754408.47;255;0.1;255.1;2385
600243.399;6754410.08;255;0.2;255.2;2387
600253.286;6754411.7;255;0.3;255.3;2387
600174.809;6754398.43;256;0.1;256.1;2380
600184.631;6754400.12;256;0.2;256.2;2381
600194.512;6754401.82;256;0.3;256.3;2381
600114.36;6754388.03;257;0.1;257.1;2371
600124.219;6754389.73;257;0.2;257.2;2374
600134.079;6754391.42;257;0.3;257.3;2374
600055.348;6754377.71;258;0.1;258.1;2369
600065.155;6754379.43;258;0.2;258.2;2369
600075.02;6754381.16;258;0.3;258.3;2369
599996.559;6754367.74;259;0.1;259.1;2357
600006.39;6754369.39;259;0.2;259.2;2366
600016.281;6754371.06;259;0.3;259.3;2366
599938.75;6754358.73;260;0.1;260.1;2354
599948.646;6754360.24;260;0.2;260.2;2352
599958.484;6754361.75;260;0.3;260.3;2352
599878.882;6754347.14;261;0.1;261.1;2342
599888.697;6754349.12;261;0.2;261.2;2347
599898.452;6754351.08;261;0.3;261.3;2347
599818.439;6754336.93;262;0.1;262.1;2336
599828.311;6754338.53;262;0.2;262.2;2336
599838.182;6754340.14;262;0.3;262.3;2336
599759.449;6754327.09;263;0.1;263.1;2328
599769.308;6754328.74;263;0.2;263.2;2331
599779.167;6754330.39;263;0.3;263.3;2331
599702.496;6754316.35;264;0.1;264.1;2335
599712.347;6754318.25;264;0.2;264.2;2335
599722.142;6754320.14;264;0.3;264.3;2328
599641.79;6754306.14;265;0.1;265.1;2335
599651.644;6754307.75;265;0.2;265.2;2335
599661.558;6754309.37;265;0.3;265.3;2335
599584.018;6754295.04;266;0.1;266.1;2330
599593.786;6754296.98;266;0.2;266.2;2330
599603.613;6754298.92;266;0.3;266.3;2335
599528.985;6754355.63;267;0.1;267.1;2326
599534.814;6754347.57;267;0.2;267.2;2326
599540.695;6754339.43;267;0.3;267.3;2326
599543.323;6754409.01;268;0.1;268.1;2319
599539.259;6754399.92;268;0.2;268.2;2320
599535.172;6754390.77;268;0.3;268.3;2320
599568.55;6754467.75;269;0.1;269.1;2317
599564.613;6754458.51;269;0.2;269.2;2317
599560.701;6754449.34;269;0.3;269.3;2317
599589.634;6754519.72;270;0.1;270.1;2317
599585.911;6754510.44;270;0.2;270.2;2317
599582.188;6754501.16;270;0.3;270.3;2317
599613.563;6754576;271;0.1;271.1;2319
599609.599;6754566.78;271;0.2;271.2;2319
599605.659;6754557.61;271;0.3;271.3;2319
599636.871;6754630.91;272;0.1;272.1;2318
599632.96;6754621.67;272;0.2;272.2;2318
599629.072;6754612.49;272;0.3;272.3;2318
599660.962;6754686;273;0.1;273.1;2324
599656.936;6754676.85;273;0.2;273.2;2323
599652.91;6754667.7;273;0.3;273.3;2323
599684.033;6754740.17;274;0.1;274.1;2321
599680.15;6754730.99;274;0.2;274.2;2321
599676.245;6754721.76;274;0.3;274.3;2319
599707.891;6754795.16;275;0.1;275.1;2318
599703.91;6754786.03;275;0.2;275.2;2318
599699.905;6754776.84;275;0.3;275.3;2318
599841.599;6754609.71;276;0.1;276.1;2350
599849.607;6754615.7;276;0.2;276.2;2350
599857.615;6754621.7;276;0.3;276.3;2350
599794.292;6754574.28;277;0.1;277.1;2339
599802.294;6754580.27;277;0.2;277.2;2344
599810.296;6754586.26;277;0.3;277.3;2344
599758.003;6754527.73;278;0.1;278.1;2334
599763.721;6754535.93;278;0.2;278.2;2338
599769.44;6754544.13;278;0.3;278.3;2338
599733.591;6754472.91;279;0.1;279.1;2328
599737.316;6754482.2;279;0.2;279.2;2334
599741.041;6754491.49;279;0.3;279.3;2334
599730.383;6754416.57;280;0.1;280.1;2329
599730.273;6754426.56;280;0.2;280.2;2329
599730.163;6754436.55;280;0.3;280.3;2329
599741.027;6754357.29;281;0.1;281.1;2328
599738.93;6754367.1;281;0.2;281.2;2328
599736.846;6754376.85;281;0.3;281.3;2328
599756.077;6754299.36;282;0.1;282.1;2333
599753.475;6754309.03;282;0.2;282.2;2333
599750.888;6754318.64;282;0.3;282.3;2333
599773.462;6754241.78;283;0.1;283.1;2338
599770.516;6754251.33;283;0.2;283.2;2338
599767.57;6754260.87;283;0.3;283.3;2338
599796.982;6754191.19;284;0.1;284.1;2345
599792.515;6754200.1;284;0.2;284.2;2341
599788.024;6754209.06;284;0.3;284.3;2341
599849.283;6754165.53;285;0.1;285.1;2351
599839.881;6754168.81;285;0.2;285.2;2347
599830.423;6754172.12;285;0.3;285.3;2347
599906.13;6754144.48;286;0.1;286.1;2354
599896.755;6754147.99;286;0.2;286.2;2354
599887.436;6754151.48;286;0.3;286.3;2354
599958.617;6754116.88;287;0.1;287.1;2362
599949.849;6754121.78;287;0.2;287.2;2360
599941.134;6754126.65;287;0.3;287.3;2360
600010.818;6754086.44;288;0.1;288.1;2366
600002.163;6754091.53;288;0.2;288.2;2366
599993.56;6754096.59;288;0.3;288.3;2366
600064.431;6754061.81;289;0.1;289.1;2373
600055.267;6754065.79;289;0.2;289.2;2373
600046.102;6754069.78;289;0.3;289.3;2373
600122.001;6754048.82;290;0.1;290.1;2377
600112.203;6754050.64;290;0.2;290.2;2374
600102.347;6754052.48;290;0.3;290.3;2374
600181.473;6754037.22;291;0.1;291.1;2383
600171.656;6754039.15;291;0.2;291.2;2383
600161.84;6754041.08;291;0.3;291.3;2382
600240.668;6754038.63;292;0.1;292.1;2391
600230.685;6754037.95;292;0.2;292.2;2386
600220.702;6754037.28;292;0.3;292.3;2386
600300.511;6754046.1;293;0.1;293.1;2390
600290.634;6754044.75;293;0.2;293.2;2390
600280.698;6754043.4;293;0.3;293.3;2390
600354.279;6754067.05;294;0.1;294.1;2395
600345.162;6754062.97;294;0.2;294.2;2395
600335.993;6754058.87;294;0.3;294.3;2395
600405.377;6754098.7;295;0.1;295.1;2403
600397.011;6754093.2;295;0.2;295.2;2399
600388.645;6754087.71;295;0.3;295.3;2399
600450.589;6754135.81;296;0.1;296.1;2409
600443.024;6754129.32;296;0.2;296.2;2409
600435.414;6754122.79;296;0.3;296.3;2409
600476.698;6754188.95;297;0.1;297.1;2405
600473.011;6754179.66;297;0.2;297.2;2405
600469.325;6754170.37;297;0.3;297.3;2405
600497.126;6754244.88;298;0.1;298.1;2405
600493.761;6754235.5;298;0.2;298.2;2406
600490.377;6754226.08;298;0.3;298.3;2406
600508.969;6754303.46;299;0.1;299.1;2407
600507.271;6754293.59;299;0.2;299.2;2407
600505.583;6754283.79;299;0.3;299.3;2407
600519.504;6754362.98;300;0.1;300.1;2404
600517.745;6754353.1;300;0.2;300.2;2403
600515.997;6754343.27;300;0.3;300.3;2403
600507.875;6754420.68;301;0.1;301.1;2401
600510.576;6754411.01;301;0.2;301.2;2401
600513.262;6754401.4;301;0.3;301.3;2401
600485.361;6754471.54;302;0.1;302.1;2402
600489.69;6754462.53;302;0.2;302.2;2402
600494.042;6754453.48;302;0.3;302.3;2402
600435.885;6754502.77;303;0.1;303.1;2395
600444.828;6754498.37;303;0.2;303.2;2396
600453.825;6754493.94;303;0.3;303.3;2396
600383.477;6754529.65;304;0.1;304.1;2394
600392.326;6754525.07;304;0.2;304.2;2394
600401.228;6754520.47;304;0.3;304.3;2394
600328.082;6754553.97;305;0.1;305.1;2391
600337.28;6754550.07;305;0.2;305.2;2391
600346.478;6754546.17;305;0.3;305.3;2391
600271.628;6754575.89;306;0.1;306.1;2382
600280.977;6754572.32;306;0.2;306.2;2386
600290.326;6754568.76;306;0.3;306.3;2386
600215.109;6754596.42;307;0.1;307.1;2380
600224.509;6754593.04;307;0.2;307.2;2380
600233.909;6754589.66;307;0.3;307.3;2380
600161.55;6754615.46;308;0.1;308.1;2376
600170.94;6754612.13;308;0.2;308.2;2376
600180.383;6754608.78;308;0.3;308.3;2376
600104.504;6754633.79;309;0.1;309.1;2370
600114.002;6754630.8;309;0.2;309.2;2370
600123.556;6754627.8;309;0.3;309.3;2372
600046.512;6754645.63;310;0.1;310.1;2367
600056.316;6754643.84;310;0.2;310.2;2367
600066.179;6754642.05;310;0.3;310.3;2367
599986.889;6754640.64;311;0.1;311.1;2359
599996.805;6754641.99;311;0.2;311.2;2359
600006.721;6754643.34;311;0.3;311.3;2363
599926.75;6754630.32;312;0.1;312.1;2359
599936.554;6754632.07;312;0.2;312.2;2359
599946.418;6754633.83;312;0.3;312.3;2359
599869.228;6754615.54;313;0.1;313.1;2350
599878.863;6754618.17;313;0.2;313.2;2350
599888.555;6754620.82;313;0.3;313.3;2354
601033.067;6753853.64;314;0.1;314.1;2461
601041.155;6753847.76;314;0.2;314.2;2464
601049.243;6753841.88;314;0.3;314.3;2464
600984.5;6753888.94;315;0.1;315.1;2458
600992.615;6753883.04;315;0.2;315.2;2458
601000.682;6753877.17;315;0.3;315.3;2461
600936.018;6753923.72;316;0.1;316.1;2450
600944.179;6753917.88;316;0.2;316.2;2454
600952.291;6753912.07;316;0.3;316.3;2454
600887.205;6753958.85;317;0.1;317.1;2447
600895.316;6753953.01;317;0.2;317.2;2447
600903.427;6753947.16;317;0.3;317.3;2447
600838.935;6753994.09;318;0.1;318.1;2437
600846.996;6753988.19;318;0.2;318.2;2441
600855.105;6753982.26;318;0.3;318.3;2441
600789.677;6754029.25;319;0.1;319.1;2434
600797.828;6754023.46;319;0.2;319.2;2434
600805.978;6754017.67;319;0.3;319.3;2440
600741.13;6754064.93;320;0.1;320.1;2430
600749.18;6754058.97;320;0.2;320.2;2430
600757.182;6754053.05;320;0.3;320.3;2430
